gene_id,cluster,Dmel,Dmel_gene,Dmel_function,nr,uni_sprot,Description,Preferred_name,PFAMs
Dnig.2LG0009340.1,17,FBpp0309324,Bx,Beadex,XP_023705916.1,sp|Q9YH16|LMO3_XENLA,"Zinc-binding domain present in Lin-11, Isl-1, Mec-3.",LMO1,LIM
Dnig.2LG0009370.1,18,FBpp0085955,lolal,lola like,PNF24893.1,sp|Q7KRI2|LOLAL_DROME,-,-,"BTB,zf-C2H2,zf-C2H2_4,zf-met"
Dnig.2LG0009380.1,7,FBpp0297340,milt,milton,XP_023716169.1,sp|Q960V3|MILT_DROME,Kinesin associated protein,TRAK2,"HAP1_N,Milton"
Dnig.2LG0009420.1,20,FBpp0083151,Gdn1,Gdown1,PSN31549.1,,Putative GRINL1B complex locus protein 2,POLR2M,GCOM2
Dnig.2LG0009430.1,17,FBpp0310095,Adck1,aarF domain containing kinase 1,CAD7572572.1,sp|Q9W133|ADCK_DROME,ATP binding. It is involved in the biological process described with protein phosphorylation,ADCK1,ABC1
Dnig.2LG0009450.1,12,FBpp0081899,CG14715,No description,XP_023709481.1,sp|P45878|FKBP2_MOUSE,It is involved in the biological process described with protein folding,FKBP2,FKBP_C
Dnig.2LG0009460.1,6,FBpp0086905,CG13321,No description,CAD7571091.1,,,,
Dnig.2LG0009540.1,9,FBpp0077504,AIF,Apoptosis inducing factor,CAD7430635.1,sp|O95831|AIFM1_HUMAN,It is involved in the biological process described with oxidation-reduction process,AIFM1,"AIF-MLS,AIF_C,Pyr_redox_2"
Dnig.2LG0009550.1,8,FBpp0288449,CG34126,No description,XP_021938761.1,sp|A2RSJ4|UH1BL_MOUSE,identical protein binding,UHRF1BP1L,Chorein_N
Dnig.2LG0009610.1,14,FBpp0082973,Cbp20,cap binding protein 20,XP_031828981.1,sp|B4JUT1|NCBP2_DROGR,"Component of the cap-binding complex (CBC), which binds co-transcriptionally to the 5' cap of pre-mRNAs and is involved in various processes such as pre-mRNA splicing and RNA-mediated gene silencing (RNAi). The CBC complex is involved in miRNA-mediated RNA interference and is required for primary microRNAs (miRNAs) processing. Also involved in innate immunity via the short interfering RNAs (siRNAs) processing machinery by restricting the viral RNA production. In the CBC complex, Cbp20 recognizes and binds capped RNAs (m7GpppG-capped RNA) but requires Cbp80 to stabilize the movement of its N-terminal loop and lock the CBC into a high affinity cap-binding state with the cap structure",NCBP2,RRM_1
Dnig.2LG0009690.1,1,FBpp0303266,jbug,jitterbug,XP_023727802.1,sp|P21333|FLNA_HUMAN,Filamin-type immunoglobulin domains,-,"CH,Filamin"
Dnig.2LG0009710.1,10,FBpp0079989,CG17036,No description,XP_021934270.1,sp|Q4R877|S19A3_MACFA,It is involved in the biological process described with transport,SLC19A2,Folate_carrier
Dnig.2LG0009730.1,10,FBpp0079989,CG17036,No description,GFG28335.1,sp|Q9BZV2|S19A3_HUMAN,Reduced folate carrier,SLC19A2,Folate_carrier
Dnig.2LG0009790.1,8,FBpp0083935,CG6178,No description,CAD7444264.1,sp|Q54P78|4CL2_DICDI,AMP-binding enzyme C-terminal domain,-,"AMP-binding,AMP-binding_C"
Dnig.2LG0009800.1,9,FBpp0307794,phr6-4,(6-4)-photolyase,BAX56244.1,sp|Q6ZZY0|CRY1_SYLBO,FAD binding domain of DNA photolyase,CRY2,"DNA_photolyase,FAD_binding_7"
Dnig.2LG0009830.1,18,FBpp0078454,mtd,mustard,XP_021934315.1,sp|Q8NI08|NCOA7_HUMAN,Nuclear receptor coactivator 7,-,"LysM,TLD"
Dnig.2LG0009840.1,13,FBpp0305246,dlp,dally-like,XP_023708211.1,sp|Q9R087|GPC6_MOUSE,Cell surface proteoglycan that bears heparan sulfate,GPC4,Glypican
Dnig.2LG0009860.1,11,FBpp0078457,mtd,mustard,XP_015608930.1,sp|Q0IID2|TLDC2_BOVIN,Nuclear receptor coactivator 7,-,"LysM,TLD"
Dnig.2LG0009870.1,13,,,,,,,,
Dnig.2LG0009880.1,1,FBpp0289154,CG33169,No description,PNF33032.1,sp|Q8SY72|SMCO4_DROME,Single-pass membrane and coiled-coil domain-containing protein 4,SMCO4,DUF4519
Dnig.2LG0009910.1,4,,,,,,,,
Dnig.2LG0009920.1,18,FBpp0079845,crol,crooked legs,GFG31365.1,sp|A6QLU5|ZN184_BOVIN,,,
Dnig.2LG0009940.1,5,FBpp0074709,Taf6,TBP-associated factor 6,XP_021926044.1,sp|P49847|TAF6_DROME,It is involved in the biological process described with regulation of sequence-specific DNA binding transcription factor activity,TAF6,"TAF,TAF6_C"
Dnig.2LG0009950.1,17,FBpp0086322,CG8060,No description,CAD7404847.1,sp|Q6NRS1|IBTK_XENLA,"Broad-Complex, Tramtrack and Bric a brac",IBTK,"Ank_2,Ank_3,Ank_4,BTB,RCC1"
Dnig.2LG0009960.1,20,FBpp0078729,CG6907,No description,XP_021912801.1,sp|Q566Y1|ELP4_DANRE,It is involved in the biological process described with regulation of transcription from RNA polymerase II promoter,ELP4,PAXNEB
Dnig.2LG0010050.1,1,FBpp0076393,Idh,Isocitrate dehydrogenase,KAG8252895.1,sp|Q9Z2K8|IDHC_MICOH,Belongs to the isocitrate and isopropylmalate dehydrogenases family,IDH1,Iso_dh
Dnig.2LG0010060.1,9,FBpp0085187,ttk,tramtrack,PSN57465.1,sp|P17789|TTKB_DROME,Metal ion binding,-,"BTB,zf-C2H2,zf-Di19"
Dnig.2LG0010070.1,16,FBpp0085188,ttk,tramtrack,PSN57472.1,sp|P42282|TTKA_DROME,"Zinc finger, C2H2 type",-,"zf-C2H2,zf-C2H2_4"
Dnig.2LG0010200.1,9,,,,,,,,
Dnig.2LG0010260.1,11,FBpp0085096,Alp4,Alkaline phosphatase 4,CAD7202412.1,sp|Q24238|APH4_DROME,Alkaline phosphatase,-,Alk_phosphatase
Dnig.2LG0010280.1,17,FBpp0089020,sw,short wing,XP_023703770.1,sp|Q24246|DYIN_DROME,Cytoplasmic dynein 1 intermediate chain 2,DYNC1I2,"Dynein_IC2,WD40"
Dnig.2LG0010290.1,17,FBpp0290364,CG5026,No description,GFG40989.1,sp|Q9Z2D0|MTMR9_MOUSE,Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily,MTMR9,Myotub-related
Dnig.2LG0010300.1,14,FBpp0085185,CG1815,No description,XP_021928206.1,sp|Q9ULU4|PKCB1_HUMAN,,,
Dnig.2LG0010310.1,15,,,,,,,,
Dnig.2LG0010320.1,5,FBpp0081491,RagA-B,Ras-related GTP binding A/B,CAD7600256.1,sp|Q63486|RRAGA_RAT,Gtr1/RagA G protein conserved region,RRAGB,Gtr1_RagA
Dnig.2LG0010400.1,10,FBpp0085157,CG1635,No description,XP_026466967.1,sp|Q9R0X4|ACOT9_MOUSE,acyl-CoA hydrolase activity,ACOT9,-
Dnig.2LG0010420.1,17,FBpp0081213,Pak,p21-activated kinase,XP_023715376.1,sp|Q62829|PAK3_RAT,protein serine threonine kinase activity. It is involved in the biological process described with protein phosphorylation,PAK3,"PBD,Pkinase"
Dnig.2LG0010430.1,9,FBpp0081768,SelR,Selenoprotein R,XP_021922212.1,sp|Q8INK9|MSRB_DROME,Peptide-methionine (R)-S-oxide reductase activity. It is involved in the biological process described with,-,SelR
Dnig.2LG0010440.1,3,FBpp0075854,crim,crimpled,XP_021942648.1,,-,-,-
Dnig.2LG0010460.1,13,FBpp0078279,CG1218,No description,XP_023719363.1,sp|Q9NWY4|HPF1_HUMAN,Uncharacterised conserved protein (DUF2228),C4orf27,"DUF2228,zf-CCHH"
Dnig.2LG0010480.1,13,FBpp0311704,LeuRS,Leucyl-tRNA synthetase,GFG29503.1,sp|Q8BMJ2|SYLC_MOUSE,Belongs to the class-I aminoacyl-tRNA synthetase family,LARS,"Anticodon_1,tRNA-synt_1,tRNA-synt_1g"
Dnig.2LG0010490.1,5,,,,XP_023719895.1,,It is involved in the biological process described with negative regulation of TOR signaling,Lobe,PRAS
Dnig.2LG0010510.1,5,,,,KDR18757.1,,,,
Dnig.2LG0010530.1,2,FBpp0085929,nopo,no poles,PSN44320.1,sp|Q8VIG6|TRAIP_MOUSE,zinc-RING finger domain,TRAIP,zf-RING_2
Dnig.2LG0010540.1,7,FBpp0085929,nopo,no poles,XP_023721310.1,sp|Q8VIG6|TRAIP_MOUSE,,,
Dnig.2LG0010570.1,5,FBpp0297990,CG14207,No description,CAD7598583.1,sp|P06582|HSP12_CAEEL,Hsp20/alpha crystallin family,-,HSP20
Dnig.2LG0010630.1,15,FBpp0084171,Smg6,Smg6,PNF20500.1,sp|Q86US8|EST1A_HUMAN,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",SMG6,"EST1,EST1_DNA_bind,PIN_4"
Dnig.2LG0010650.1,5,FBpp0297990,CG14207,No description,CAD7598583.1,sp|P06582|HSP12_CAEEL,Hsp20/alpha crystallin family,-,HSP20
Dnig.2LG0010680.1,11,FBpp0074502,CG14207,No description,QBH70326.1,sp|P82147|L2EFL_DROME,Belongs to the small heat shock protein (HSP20) family,hsp-25,HSP20
Dnig.2LG0010700.1,17,,,,XP_023710331.1,,A Receptor for Ubiquitination Targets,-,"Actin,F-box"
Dnig.2LG0010710.1,14,FBpp0078851,Pfas,Phosphoribosylformylglycinamidine synthase,XP_021925427.1,sp|Q5SUR0|PUR4_MOUSE,Phosphoribosylformylglycinamidine synthase activity. It is involved in the biological process described with 'de novo' IMP biosynthetic process,PFAS,"AIRS,AIRS_C,GATase_5"
Dnig.2LG0010720.1,16,FBpp0070931,xit,xiantuan,XP_023722365.1,sp|Q9BVK2|ALG8_HUMAN,Belongs to the ALG6 ALG8 glucosyltransferase family,ALG8,Alg6_Alg8
Dnig.2LG0010770.1,13,FBpp0074616,FRG1,FSHD region gene 1,XP_023710537.1,sp|Q9VWA8|FRG1_DROME,FRG1-like domain,FRG1,FRG1
Dnig.2LG0010790.1,20,FBpp0074616,FRG1,FSHD region gene 1,XP_023710537.1,sp|Q9VWA8|FRG1_DROME,FRG1-like domain,FRG1,FRG1
Dnig.2LG0010800.1,20,FBpp0271906,pst,pastrel,XP_021921006.1,,,,
Dnig.2LG0010810.1,12,FBpp0309031,bdg,bedraggled,XP_021927101.1,sp|P28571|SC6A9_MOUSE,Neurotransmitter sodium symporter activity. It is involved in the biological process described with neurotransmitter transport,-,SNF
Dnig.2LG0010830.1,17,FBpp0076090,Taf2,TBP-associated factor 2,XP_023723958.1,sp|Q24325|TAF2_DROME,Zinc ion binding,TAF2,Peptidase_M1
Dnig.2LG0010840.1,15,FBpp0083518,E2f1,E2F transcription factor 1,XP_023723977.1,sp|Q6DE14|E2F4_XENLA,"Sequence-specific DNA binding transcription factor activity. It is involved in the biological process described with regulation of transcription, DNA-templated",E2F4,"E2F_CC-MB,E2F_TDP"
Dnig.2LG0010850.1,17,FBpp0076132,defl,deflated,XP_023709421.1,sp|Q5ZL91|INT7_CHICK,integrator complex subunit,INTS7,-
Dnig.2LG0010870.1,4,FBpp0075934,Mocs1,Molybdenum cofactor synthesis 1,KAF2882781.1,sp|Q5RKZ7|MOCS1_MOUSE,It is involved in the biological process described with Mo-molybdopterin cofactor biosynthetic process,MOCS1,"Fer4_12,MoaC,Mob_synth_C,Radical_SAM"
Dnig.2LG0010880.1,7,FBpp0081763,CG4511,No description,XP_021942679.1,sp|O14530|TXND9_HUMAN,It is involved in the biological process described with cell redox homeostasis,TXNDC9,"Phosducin,Thioredoxin"
Dnig.2LG0010900.1,16,FBpp0100020,CG6144,No description,XP_034942373.1,sp|Q6IQE9|ALKB6_DANRE,2OG-Fe(II) oxygenase superfamily,ALKBH6,2OG-FeII_Oxy_2
Dnig.2LG0010910.1,14,FBpp0080855,CG10628,No description,CAG9024150.1,sp|A4D1E9|GTPBA_HUMAN,Magnesium ion binding,GTPBP10,"GTP1_OBG,MMR_HSR1"
Dnig.2LG0010920.1,15,FBpp0306717,Son,Son RNA binding protein,XP_033607989.1,sp|Q9VHB0|SON_DROME,,,
Dnig.2LG0011010.1,7,FBpp0082541,Sra-1,specifically Rac1-associated protein 1,XP_021938239.1,sp|Q9VF87|CYFIP_DROME,centripetally migrating follicle cell migration,CYFIP1,"DUF1394,FragX_IP"
Dnig.2LG0011030.1,12,FBpp0081907,CG14722,No description,CAD7403562.1,sp|Q0IF90|WDR55_AEDAE,WD repeat-containing protein 55 homolog,WDR55,"ANAPC4_WD40,WD40"
Dnig.2LG0011080.1,10,FBpp0076774,CG10472,No description,KDR14900.1,sp|Q00871|CTRB1_PENVA,serine-type endopeptidase activity. It is involved in the biological process described with proteolysis,-,Trypsin
Dnig.2LG0011150.1,15,FBpp0308437,gcl,germ cell-less,GFG37146.1,sp|Q01820|GCL_DROME,Germ cell-less,GMCL1,"BACK,BTB"
Dnig.2LG0011160.1,8,FBpp0307030,osa,osa,XP_023704584.1,sp|Q8IN94|OSA_DROME,DNA binding. It is involved in the biological process described with chromatin remodeling,ARID1B,"ARID,BAF250_C"
Dnig.2LG0011170.1,6,,,,PSN42495.1,sp|Q5M823|NUDC2_RAT,CS domain,NUDCD2,CS
Dnig.2LG0011180.1,9,,,,,,,,
Dnig.2LG0011220.1,19,FBpp0088544,osa,osa,XP_023704592.1,sp|Q8IN94|OSA_DROME,"BRIGHT, ARID (A/T-rich interaction domain) domain",ARID1B,"ARID,BAF250_C"
Dnig.2LG0011230.1,2,FBpp0075742,Sms,Spermine synthase,XP_023716494.1,sp|Q3SZA5|SPSY_BOVIN,Spermine synthase activity. It is involved in the biological process described with spermine biosynthetic process,SMS,"Spermine_synt_N,Spermine_synth"
Dnig.2LG0011240.1,18,FBpp0080114,Sec71,Secretory 71,XP_023713416.1,sp|Q9Y6D6|BIG1_HUMAN,Guanine nucleotide exchange factor in Golgi transport N-terminal,ARFGEF1,"DCB,DUF1981,Sec7,Sec7_N"
Dnig.2LG0011250.1,5,,,,XP_021921057.1,sp|Q9CY57|CHTOP_MOUSE,C-terminal duplication domain of Friend of PRMT1,CHTOP,FoP_duplication
Dnig.2LG0011280.1,7,FBpp0081218,gzl,godzilla E3 ubiquitin protein ligase,GFG34194.1,sp|O54965|RNF13_MOUSE,PA domain,RNF13,"PA,zf-RING_2"
Dnig.2LG0011290.1,6,FBpp0085373,kune,kune-kune,XP_021917464.1,,PMP-22/EMP/MP20/Claudin tight junction,-,Claudin_2
Dnig.2LG0011300.1,4,FBpp0076842,sinu,sinuous,XP_026323733.1,,PMP-22/EMP/MP20/Claudin tight junction,-,Claudin_2
Dnig.2LG0011310.1,4,FBpp0070245,pck,pickel,CAD7197496.1,,PMP-22/EMP/MP20/Claudin tight junction,pck,Claudin_2
Dnig.2LG0011350.1,9,,,,,,,,
Dnig.2LG0011370.1,17,FBpp0290653,NaPi-III,Na[+]-dependent inorganic phosphate cotransporter type III,QVD39432.1,sp|O97596|S20A1_FELCA,Sodium-phosphate symporter which plays a fundamental housekeeping role in phosphate transport,SLC20A2,PHO4
Dnig.2LG0011390.1,13,,,,,,,,
Dnig.2LG0011420.1,9,FBpp0310630,Ank2,Ankyrin 2,,sp|Q4UMH6|Y381_RICFE,,,
Dnig.2LG0011430.1,8,FBpp0304594,cm,carmine,XP_023706710.1,sp|Q5R478|AP3M1_PONAB,Adaptor complexes medium subunit family,AP3M2,"Adap_comp_sub,Clat_adaptor_s"
Dnig.2LG0011440.1,10,,,,,,-,-,-
Dnig.2LG0011480.1,8,FBpp0081261,Prat,Phosphoribosylamidotransferase,XP_021937312.1,sp|Q27601|PUR1_DROME,Amidophosphoribosyltransferase activity. It is involved in the biological process described with purine nucleobase biosynthetic process,PPAT,"GATase_6,Pribosyltran"
Dnig.2LG0011490.1,7,FBpp0073538,Paics,PAICS bifunctional enzyme,XP_021937325.1,sp|Q9I7S8|PUR6_DROME,It is involved in the biological process described with 'de novo' IMP biosynthetic process,PAICS,"AIRC,Myb_DNA-bind_4,SAICAR_synt"
Dnig.2LG0011500.1,5,FBpp0110588,RNASEK,Ribonuclease kappa,XP_044735394.1,sp|Q8MSF5|RNK_DROME,Endoribonuclease activity. It is involved in the biological process described with rRNA transcription,RNASEK,-
Dnig.2LG0011530.1,18,FBpp0078757,CG14015,No description,XP_023709930.1,sp|Q5GF25|MANEA_RAT,Glycosyl hydrolase family 99,MANEA,Glyco_hydro_99
Dnig.2LG0011560.1,12,,,,,,,,
Dnig.2LG0011570.1,14,FBpp0312441,l(1)G0289,lethal (1) G0289,XP_021914427.1,sp|Q9DC11|PXDC2_MOUSE,Receptor activity. It is involved in the biological process described with multicellular organismal development,PLXDC2,PSI
Dnig.2LG0011580.1,2,FBpp0072065,mr,morula,XP_021926583.1,sp|Q9UJX6|ANC2_HUMAN,Belongs to the cullin family,ANAPC2,"ANAPC2,Cullin"
Dnig.2LG0011590.1,18,FBpp0084350,Exo84,Exocyst 84,XP_021930168.1,sp|Q5U247|EXOC8_XENLA,Exocyst component 84 C-terminal,EXOC8,"Exo84_C,Vps51"
Dnig.2LG0011600.1,5,FBpp0080915,CG2608,No description,XP_021930181.1,sp|O75391|SPAG7_HUMAN,nucleic acid binding,SPAG7,R3H
Dnig.2LG0011620.1,3,FBpp0311911,Rrp6,Rrp6,XP_021930166.1,sp|P56960|EXOSX_MOUSE,binding. It is involved in the biological process described with RNA processing,EXOSC10,"DNA_pol_A_exo1,HRDC,PMC2NT"
Dnig.2LG0011660.1,6,FBpp0079846,crol,crooked legs,,sp|Q5R5U3|ZN271_PONAB,,,
Dnig.2LG0011780.1,10,FBpp0289092,Atx-1,Ataxin 1,CAD7605060.1,sp|Q63540|ATX1_RAT,RNA binding,ATXN1,"ATXN-1_C,AXH"
Dnig.2LG0011790.1,15,FBpp0071307,l(1)G0320,lethal (1) G0320,XP_023726309.1,sp|P43307|SSRA_HUMAN,Translocon-associated protein subunit,SSR1,TRAP_alpha
Dnig.2LG0011810.1,14,FBpp0086010,icln,icln,XP_021935325.1,sp|P35521|ICLN_CANLF,Regulator of volume decrease after cellular swelling,CLNS1A,Voldacs
Dnig.2LG0011830.1,14,FBpp0075277,DNApol-delta,DNA polymerase delta,BAJ78749.1,sp|P54358|DPOD1_DROME,DNA polymerase,POLD1,"DNA_pol_B,DNA_pol_B_exo1,zf-C4pol"
Dnig.2LG0011860.1,8,FBpp0082626,CG9590,No description,XP_021926416.1,sp|Q9NRY5|F1142_HUMAN,Protein of unknown function (DUF719),FAM114A2,DUF719
Dnig.2LG0011870.1,7,FBpp0099467,kibra,kibra,XP_023726454.1,sp|B4M5X4|KIBRA_DROVI,"Regulator of the Hippo SWH (Sav Wts Hpo) signaling pathway, a signaling pathway that plays a pivotal role in organ size control and tumor suppression by restricting proliferation and promoting apoptosis. The core of this pathway is composed of a kinase cascade wherein Hippo (Hpo), in complex with its regulatory protein Salvador (Sav), phosphorylates and activates Warts (Wts) in complex with its regulatory protein Mats, which in turn phosphorylates and inactivates the Yorkie (Yki) oncoprotein. Kibra acts synergistically along with Ex and Mer to regulate the Hippo signaling pathway",WWC1,"C2,WW"
Dnig.2LG0011880.1,15,FBpp0083195,Nup58,Nucleoporin 58kD,XP_021928945.1,sp|Q9VDV3|NUP58_DROME,It is involved in the biological process described with nucleocytoplasmic transport,-,Nucleoporin_FG2
Dnig.2LG0011890.1,14,FBpp0290629,Ankle2,Ankyrin repeat and LEM domain containing 2,XP_023719904.1,sp|Q6P1H6|ANKL2_MOUSE,ankyrin repeats,ANKLE2,"Ank_2,Ank_4,Ank_5,Cauli_VI,LEM"
Dnig.2LG0011900.1,17,FBpp0071938,CG3530,No description,XP_023716938.2,sp|Q5F452|MTMR8_CHICK,Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily,MTMR6,"FYVE,Myotub-related"
Dnig.2LG0011910.1,10,FBpp0078994,Fgop2,Fibroblast growth factor receptor 1 oncogene partner 2,GFG29340.1,sp|Q5ZKJ4|FGOP2_CHICK,SIKE family,FGFR1OP2,SIKE
Dnig.2LG0011920.1,11,FBpp0083949,Spase22-23,Spase 22/23-subunit,QBH72887.1,sp|Q9VCA9|SPCS3_DROME,Peptidase activity. It is involved in the biological process described with signal peptide processing,SPCS3,SPC22
Dnig.2LG0011930.1,1,FBpp0111536,kmr,kramer,PNF20973.1,,-,PLEKHA5,PH
Dnig.2LG0011990.1,5,,,,CAG9570998.1,,,,
Dnig.2LG0012000.1,9,FBpp0301824,CG11807,No description,XP_023719889.1,sp|Q9Y2I1|NISCH_HUMAN,Phosphatidylinositol binding,NISCH,"LRR_4,LRR_8,PX"
Dnig.2LG0012020.1,20,,,,,,,,
Dnig.2LG0012030.1,10,FBpp0073990,eas,easily shocked,XP_021940967.1,sp|P54352|EAS_DROME,"transferase activity, transferring phosphorus-containing groups",ETNK2,Choline_kinase
Dnig.2LG0012040.1,12,FBpp0303465,CG12895,No description,GFG38467.1,sp|Q178L7|SDHF2_AEDAE,"Plays an essential role in the assembly of succinate dehydrogenase (SDH), an enzyme complex (also referred to as respiratory complex II) that is a component of both the tricarboxylic acid (TCA) cycle and the mitochondrial electron transport chain, and which couples the oxidation of succinate to fumarate with the reduction of ubiquinone (coenzyme Q) to ubiquinol. Required for flavinylation (covalent attachment of FAD) of the flavoprotein subunit of the SDH catalytic dimer",SDHAF2,Sdh5
Dnig.2LG0012050.1,10,FBpp0081383,Or85b,Odorant receptor 85b,CAG9028391.1,sp|Q178U6|ORCO_AEDAE,,,
Dnig.2LG0012150.1,18,FBpp0111537,CG34384,No description,XP_023710919.1,sp|B4R0A5|DGKH_DROSI,Diacylglycerol kinase accessory domain (presumed),DGKD,"C1_1,DAGK_acc,DAGK_cat,PH,SAM_1,SAM_2"
Dnig.2LG0012160.2,16,FBpp0308734,MFS10,Major Facilitator Superfamily Transporter 10,CAD7570776.1,sp|Q9NRA2|S17A5_HUMAN,It is involved in the biological process described with transmembrane transport,-,MFS_1
Dnig.2LG0012170.1,9,,,,XP_021939075.1,sp|Q568J8|TM256_DANRE,Protein of unknown function (DUF423),TMEM256,DUF423
Dnig.2LG0012180.1,8,FBpp0292918,ctrip,circadian trip,XP_023706806.1,sp|B4F6W9|TRIPC_XENTR,ubiquitin-protein transferase activity,-,"HECT,WWE"
Dnig.2LG0012280.1,19,FBpp0084626,CG4849,No description,XP_021938883.1,sp|O08810|U5S1_MOUSE,116 kDa U5 small nuclear ribonucleoprotein,EFTUD2,"EFG_C,EFG_II,EFG_IV,EFTUD2,GTP_EFTU,GTP_EFTU_D2"
Dnig.2LG0012300.1,20,FBpp0306436,ScsbetaA,"Succinyl-coenzyme A synthetase beta subunit, ADP-forming",GFG32074.1,sp|Q9P2R7|SUCB1_HUMAN,"ATP-specific succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of ATP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit",SUCLA2,"ATP-grasp_2,Ligase_CoA"
Dnig.2LG0012310.1,5,,,,VVC45998.1,,Ribonuclease H protein,-,"Exo_endo_phos_2,RVT_1"
Dnig.2LG0012340.1,1,,,,,,,,
Dnig.2LG0012350.1,19,,,,XP_023711842.1,,,,
Dnig.2LG0012360.1,3,FBpp0071660,Tango11,Transport and Golgi organization 11,XP_023711885.1,sp|Q961C9|TNG11_DROME,Transport and Golgi organization,MFF,Miff
Dnig.2LG0012390.1,17,FBpp0072622,Pcyt1,Phosphocholine cytidylyltransferase 1,GFG37521.1,sp|Q9QZC4|PCY1B_RAT,Catalytic activity. It is involved in the biological process described with biosynthetic process,PCYT1A,CTP_transf_like
Dnig.2LG0012450.1,9,FBpp0077130,ND-B8,NADH dehydrogenase (ubiquinone) B8 subunit,KAF4523713.1,sp|O43678|NDUA2_HUMAN,mitochondrial respiratory chain complex I assembly,NDUFA2,L51_S25_CI-B8
Dnig.2LG0012470.1,7,FBpp0073672,Grip91,Gamma-tubulin ring protein 91,XP_021924240.1,sp|P58854|GCP3_MOUSE,Gamma-tubulin complex component,TUBGCP3,Spc97_Spc98
Dnig.2LG0012490.1,6,FBpp0081153,alphaTub84B,alpha-Tubulin at 84B,XP_023708023.1,sp|P06603|TBA1_DROME,"Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain",-,"Tubulin,Tubulin_C"
Dnig.2LG0012500.1,6,,,,XP_023711864.1,,,,
Dnig.2LG0012520.1,14,FBpp0071700,CG3045,No description,XP_035723265.1,sp|Q3SX07|PUS3_BOVIN,tRNA pseudouridine synthase,PUS3,PseudoU_synth_1
Dnig.2LG0012530.1,6,FBpp0311838,Stt3A,Catalytic subunit 3A of the oligosaccharyltransferase complex,XP_023725944.1,sp|F1PJP5|STT3A_CANLF,Oligosaccharyl transferase activity. It is involved in the biological process described with protein glycosylation,STT3A,STT3
Dnig.2LG0012540.1,17,FBpp0071560,Tmtc3,Transmembrane and tetratricopeptide repeat containing 3,GFG29351.1,sp|Q7K4B6|TMTC3_DROME,Transmembrane and TPR repeat-containing protein,TMTC3,"DUF1736,TPR_1,TPR_16,TPR_2,TPR_6,TPR_8"
Dnig.2LG0012660.1,18,FBpp0077121,Tps1,Trehalose-6-phosphate synthase 1,APZ77037.1,sp|G4RK44|TPSP_THETK,Trehalose-phosphatase,Tps1,"Glyco_transf_20,Trehalose_PPase"
Dnig.2LG0012670.1,14,FBpp0080967,RPA2,Replication protein A2,CAD7200408.1,sp|P15927|RFA2_HUMAN,,,
Dnig.2LG0012720.1,5,FBpp0088396,lola,longitudinals lacking,CAD7585734.1,sp|P42284|LOLA2_DROME,"Broad-Complex, Tramtrack and Bric a brac",-,"BTB,HTH_psq,zf-C2H2,zf-H2C2_5"
Dnig.2LG0012740.1,16,FBpp0289959,CG11902,No description,,sp|Q5RB33|ZN620_PONAB,,,
Dnig.2LG0012750.1,5,FBpp0311669,phol,pleiohomeotic like,,sp|P25490|TYY1_HUMAN,,,
Dnig.2LG0012760.1,18,FBpp0088396,lola,longitudinals lacking,XP_025421316.1,sp|P42284|LOLA2_DROME,"Broad-Complex, Tramtrack and Bric a brac",-,"BTB,HTH_psq,zf-C2H2,zf-H2C2_5"
Dnig.2LG0012800.1,8,FBpp0088396,lola,longitudinals lacking,XP_008469685.1,sp|Q7KQZ4|LOLA3_DROME,"Broad-Complex, Tramtrack and Bric a brac",-,"BTB,HTH_psq,zf-C2H2,zf-H2C2_5"
Dnig.2LG0012810.1,14,FBpp0088396,lola,longitudinals lacking,XP_029736164.1,sp|P42284|LOLA2_DROME,"Broad-Complex, Tramtrack and Bric a brac",-,"BTB,HTH_psq,zf-C2H2,zf-H2C2_5"
Dnig.2LG0012820.1,13,FBpp0079702,CG12299,No description,,sp|Q6ZMW2|ZN782_HUMAN,,,
Dnig.2LG0012830.1,8,FBpp0070306,CG11596,No description,GFG31470.1,sp|Q80UY1|CARME_MOUSE,N2227,C9orf41,N2227
Dnig.2LG0012850.1,7,FBpp0084688,CG10011,No description,,sp|Q8C8R3|ANK2_MOUSE,,,
Dnig.2LG0012860.1,10,FBpp0293027,f,forked,KAB0793255.1,sp|Q9ET47|ESPN_MOUSE,Espin isoform X1,ESPN,"Ank_2,Ank_3,Ank_4,WH2"
Dnig.2LG0012880.1,12,FBpp0306068,Plp,Pericentrin-like protein,GFG36524.1,sp|P48725|PCNT_MOUSE,,,
Dnig.2LG0012890.1,17,,,,,,,,
Dnig.2LG0012900.1,2,,,,XP_033609681.1,,,,
Dnig.2LG0012910.1,10,,,,,,,,
Dnig.2LG0012920.1,18,FBpp0271886,CG31688,No description,XP_039286882.1,sp|P0AF48|YJBQ_ECOLI,Uncharacterised protein family UPF0047,-,UPF0047
